Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
1,"Suicune ex Baxcalibur",1400,11,"4085 - 3596 - 168",52.04,4085,3596,168
2,"Hydreigon Mega Absol ex",1252,9.84,"3651 - 3253 - 166",51.64,3651,3253,166
3,"Mega Charizard X ex Mega Charizard Y ex",872,6.85,"2240 - 2303 - 77",48.48,2240,2303,77
4,"Mega Altaria ex Igglybuff",817,6.42,"2314 - 2155 - 91",50.75,2314,2155,91
5,"Mega Manectric ex Zeraora",630,4.95,"1918 - 1569 - 116",53.23,1918,1569,116
6,"Mega Scizor ex Revavroom",605,4.75,"1528 - 1601 - 59",47.93,1528,1601,59
7,"Mega Altaria ex Greninja",552,4.34,"1614 - 1412 - 68",52.17,1614,1412,68
8,"Mega Steelix ex Indeedee ex",416,3.27,"1147 - 1055 - 54",50.84,1147,1055,54
9,"Greninja Mega Absol ex",369,2.9,"1107 - 905 - 45",53.82,1107,905,45
10,"Greninja Decidueye ex",252,1.98,"591 - 617 - 30",47.74,591,617,30
11,"Mega Manectric ex Oricorio",197,1.55,"437 - 548 - 17",43.61,437,548,17
12,"Bellibolt ex Zeraora",196,1.54,"490 - 490 - 21",48.95,490,490,21
13,"Magnezone Teal Mask Ogerpon ex",189,1.48,"588 - 471 - 27",54.14,588,471,27
14,"Mega Altaria ex Gourgeist",182,1.43,"458 - 468 - 16",48.62,458,468,16
15,"Jolteon ex Mega Manectric ex",169,1.33,"380 - 462 - 8",44.71,380,462,8
16,"Giratina ex Darkrai ex",157,1.23,"401 - 391 - 19",49.45,401,391,19
17,"Magnezone Mega Manectric ex",147,1.15,"438 - 396 - 13",51.71,438,396,13
18,"Greninja Oricorio",130,1.02,"338 - 318 - 25",49.63,338,318,25
19,"Mega Venusaur ex",117,0.92,"314 - 302 - 16",49.68,314,302,16
20,"Suicune ex Greninja ex",106,0.83,"281 - 281 - 10",49.13,281,281,10
21,"Meowscarada ex Meowscarada",99,0.78,"253 - 247 - 5",50.1,253,247,5
22,"Mega Absol ex Darkrai ex",94,0.74,"278 - 250 - 9",51.77,278,250,9
23,"Gourgeist Houndstone",92,0.72,"243 - 245 - 8",48.99,243,245,8
24,"Mega Charizard Y ex Entei ex",91,0.71,"259 - 235 - 10",51.39,259,235,10
25,"Mega Slowbro ex Mantyke",90,0.71,"186 - 232 - 1",44.39,186,232,1
26,"Mega Scizor ex Skarmory",81,0.64,"169 - 212 - 7",43.56,169,212,7
27,"Dragonite ex Dragonite",77,0.6,"138 - 206 - 2",39.88,138,206,2
28,"Arceus ex Crobat",75,0.59,"189 - 193 - 7",48.59,189,193,7
29,"Leafeon ex Teal Mask Ogerpon ex",68,0.53,"188 - 180 - 10",49.74,188,180,10
30,"Magnezone Bellibolt ex",65,0.51,"215 - 165 - 14",54.57,215,165,14
31,"Mega Altaria ex Chingling",63,0.49,"176 - 164 - 10",50.29,176,164,10
32,"Mega Blaziken ex Greninja",57,0.45,"168 - 150 - 6",51.85,168,150,6
33,"Mega Altaria ex",54,0.42,"181 - 142 - 12",54.03,181,142,12
34,"Magnezone Oricorio",52,0.41,"183 - 131 - 14",55.79,183,131,14
35,"Mega Blaziken ex Heatmor",51,0.4,"121 - 127 - 3",48.21,121,127,3
36,"Mega Charizard X ex Entei ex",49,0.38,"116 - 132 - 1",46.59,116,132,1
37,"Mega Altaria ex Indeedee ex",43,0.34,"116 - 111 - 3",50.43,116,111,3
38,"Mega Manectric ex Igglybuff",41,0.32,"109 - 108 - 4",49.32,109,108,4
39,"Guzzlord ex Indeedee ex",37,0.29,"124 - 89 - 16",54.15,124,89,16
40,"Mega Manectric ex Silvally",37,0.29,"68 - 97 - 1",40.96,68,97,1
41,"Garchomp ex Rampardos",33,0.26,"72 - 91 - 2",43.64,72,91,2
42,"Mega Venusaur ex Igglybuff",32,0.25,"73 - 98 - 2",42.2,73,98,2
43,"Charizard ex Entei ex",31,0.24,"108 - 73 - 2",59.02,108,73,2
44,"Alolan Ninetales ex Baxcalibur",29,0.23,"67 - 74 - 1",47.18,67,74,1
