Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
52,"Suicune ex Sylveon ex",9,0.21,"20 - 19 - 2",48.78,20,19,2
53,"Greninja Suicune ex",9,0.21,"21 - 25 - 1",44.68,21,25,1
54,"Jumpluff ex Oricorio",9,0.21,"16 - 20 - 1",43.24,16,20,1
55,"Pikachu ex",9,0.21,"14 - 19 - 0",42.42,14,19,0
56,"Sylveon ex Solgaleo ex",9,0.21,"17 - 24 - 0",41.46,17,24,0
57,"Poliwrath ex Lucario",9,0.21,"14 - 23 - 1",36.84,14,23,1
58,"Tapu Koko ex Pikachu ex",8,0.19,"21 - 16 - 0",56.76,21,16,0
59,"Lugia ex Ho-Oh ex",8,0.19,"21 - 23 - 0",47.73,21,23,0
60,"Lugia ex Altaria",8,0.19,"16 - 21 - 0",43.24,16,21,0
61,"Giratina ex Mewtwo ex",8,0.19,"14 - 19 - 0",42.42,14,19,0
62,"Pikachu ex Arceus ex",8,0.19,"16 - 26 - 0",38.1,16,26,0
63,"Solgaleo ex Suicune ex",8,0.19,"13 - 23 - 0",36.11,13,23,0
64,"Charizard ex Moltres ex",8,0.19,"7 - 16 - 0",30.43,7,16,0
65,"Infernape ex Entei ex",7,0.16,"20 - 22 - 0",47.62,20,22,0
66,"Silvally Zeraora",7,0.16,"16 - 17 - 1",47.06,16,17,1
67,"Silvally Pikachu ex",7,0.16,"12 - 16 - 0",42.86,12,16,0
68,"Meowscarada Decidueye ex",7,0.16,"14 - 21 - 0",40,14,21,0
69,"Darkrai ex Silvally",7,0.16,"13 - 20 - 0",39.39,13,20,0
70,"Sylveon ex Togekiss",7,0.16,"14 - 22 - 1",37.84,14,22,1
71,"Entei ex Magby",7,0.16,"11 - 19 - 0",36.67,11,19,0
72,"Suicune ex Primarina ex",7,0.16,"10 - 18 - 0",35.71,10,18,0
73,"Suicune ex Gyarados ex",6,0.14,"19 - 13 - 1",57.58,19,13,1
74,"Jumpluff ex Darkrai ex",6,0.14,"18 - 15 - 0",54.55,18,15,0
75,"Wugtrio ex Suicune ex",6,0.14,"18 - 15 - 0",54.55,18,15,0
76,"Arceus ex Crobat",6,0.14,"20 - 17 - 0",54.05,20,17,0
77,"Slurpuff Alcremie",6,0.14,"15 - 16 - 0",48.39,15,16,0
78,"Espeon ex Eevee ex",6,0.14,"15 - 16 - 1",46.88,15,16,1
79,"Tapu Koko ex Arceus ex",6,0.14,"10 - 12 - 0",45.45,10,12,0
80,"Leafeon ex Alolan Exeggutor",6,0.14,"11 - 18 - 0",37.93,11,18,0
81,"Giratina ex",6,0.14,"11 - 20 - 0",35.48,11,20,0
82,"Raikou ex Luxray",6,0.14,"6 - 11 - 0",35.29,6,11,0
83,"Miltank",6,0.14,"6 - 20 - 0",23.08,6,20,0
84,"Naganadel Guzzlord ex",5,0.12,"11 - 12 - 0",47.83,11,12,0
85,"Leafeon ex Sylveon ex",5,0.12,"11 - 12 - 0",47.83,11,12,0
86,"Sylveon ex Leafeon ex",5,0.12,"10 - 11 - 0",47.62,10,11,0
87,"Suicune ex Palkia ex",5,0.12,"10 - 13 - 0",43.48,10,13,0
88,"Flareon ex Jolteon",5,0.12,"9 - 13 - 0",40.91,9,13,0
89,"Garchomp ex Rampardos",5,0.12,"11 - 16 - 0",40.74,11,16,0
90,"Crobat ex Sylveon ex",5,0.12,"8 - 15 - 0",34.78,8,15,0
91,"Gyarados ex Suicune ex",5,0.12,"5 - 11 - 0",31.25,5,11,0
92,"Primarina ex Suicune ex",5,0.12,"4 - 10 - 0",28.57,4,10,0
93,"Magcargo",5,0.12,"5 - 14 - 0",26.32,5,14,0
94,"Magnezone Raikou ex",5,0.12,"1 - 13 - 0",7.14,1,13,0
95,"Giratina ex Greninja",4,0.09,"18 - 15 - 1",52.94,18,15,1
96,"Jumpluff ex Pikachu ex",4,0.09,"11 - 11 - 0",50,11,11,0
97,"Giratina ex Galarian Cursola",4,0.09,"12 - 13 - 0",48,12,13,0
98,"Jumpluff ex Suicune ex",4,0.09,"9 - 10 - 0",47.37,9,10,0
99,"Sylveon ex Suicune ex",4,0.09,"7 - 8 - 0",46.67,7,8,0
100,"Jumpluff ex Glaceon ex",4,0.09,"7 - 8 - 0",46.67,7,8,0
