Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
1,"Miraidon ex Magnezone",787,10.15,"2377 - 1930 - 164",53.16,2377,1930,164
2,"Greninja Mega Sableye ex",503,6.49,"1236 - 1310 - 79",47.09,1236,1310,79
3,"Suicune ex Baxcalibur",492,6.35,"1431 - 1194 - 92",52.67,1431,1194,92
4,"Mega Sceptile ex Greninja",481,6.21,"1426 - 1217 - 85",52.27,1426,1217,85
5,"Mega Lucario ex Lucario",394,5.08,"1138 - 1026 - 83",50.65,1138,1026,83
6,"Butterfree Mega Sceptile ex",296,3.82,"761 - 772 - 47",48.16,761,772,47
7,"Mega Blaziken ex Greninja",256,3.3,"782 - 639 - 46",53.31,782,639,46
8,"Mega Gardevoir ex Mega Diancie ex",218,2.81,"444 - 559 - 18",43.49,444,559,18
9,"Hydreigon Mega Sableye ex",191,2.46,"496 - 491 - 16",49.45,496,491,16
10,"Mega Altaria ex Espeon",178,2.3,"520 - 431 - 31",52.95,520,431,31
11,"Indeedee ex Giratina ex",171,2.21,"472 - 392 - 56",51.3,472,392,56
12,"Mega Lucario ex",137,1.77,"372 - 345 - 26",50.07,372,345,26
13,"Mega Gardevoir ex Gardevoir",124,1.6,"277 - 295 - 8",47.76,277,295,8
14,"Zoroark ex Mega Absol ex",115,1.48,"354 - 275 - 23",54.29,354,275,23
15,"Milotic ex Vaporeon ex",111,1.43,"270 - 304 - 13",46,270,304,13
16,"Mega Sableye ex Darkrai ex",99,1.28,"224 - 267 - 11",44.62,224,267,11
17,"Mega Charizard Y ex Entei ex",87,1.12,"229 - 213 - 19",49.67,229,213,19
18,"Butterfree Hisuian Zoroark ex",84,1.08,"179 - 224 - 8",43.55,179,224,8
19,"Hisuian Goodra Mantyke",81,1.05,"210 - 204 - 10",49.53,210,204,10
20,"Hydreigon Mega Absol ex",80,1.03,"194 - 209 - 15",46.41,194,209,15
21,"Mega Manectric ex Zeraora",75,0.97,"222 - 190 - 17",51.75,222,190,17
22,"Meowscarada ex Meowscarada",75,0.97,"172 - 177 - 15",47.25,172,177,15
23,"Growlithe Lillipup",71,0.92,"139 - 202 - 4",40.29,139,202,4
24,"Magnezone Miraidon ex",66,0.85,"177 - 156 - 7",52.06,177,156,7
25,"Zoroark ex Mega Sableye ex",64,0.83,"144 - 164 - 7",45.71,144,164,7
26,"Mega Blaziken ex Castform Sunny Form",62,0.8,"165 - 146 - 12",51.08,165,146,12
27,"Mega Altaria ex Greninja",62,0.8,"158 - 159 - 9",48.47,158,159,9
28,"Ursaluna Teal Mask Ogerpon ex",55,0.71,"80 - 135 - 4",36.53,80,135,4
29,"Milotic ex Chien-Pao ex",53,0.68,"153 - 134 - 9",51.69,153,134,9
30,"Mega Lucario ex Greninja",53,0.68,"134 - 141 - 6",47.69,134,141,6
31,"Greninja Mega Absol ex",52,0.67,"147 - 111 - 12",54.44,147,111,12
32,"Milotic ex Igglybuff",51,0.66,"124 - 139 - 6",46.1,124,139,6
33,"Milotic ex Eevee ex",47,0.61,"141 - 104 - 13",54.65,141,104,13
34,"Mega Lucario ex Palossand",47,0.61,"134 - 122 - 9",50.57,134,122,9
35,"Mega Sceptile ex Sceptile",45,0.58,"106 - 122 - 3",45.89,106,122,3
36,"Rampardos Snorlax",45,0.58,"105 - 127 - 3",44.68,105,127,3
37,"Mega Altaria ex Gourgeist",44,0.57,"128 - 108 - 9",52.24,128,108,9
38,"Mega Sceptile ex Teal Mask Ogerpon ex",44,0.57,"93 - 108 - 5",45.15,93,108,5
39,"Giratina ex Darkrai ex",43,0.55,"147 - 109 - 10",55.26,147,109,10
40,"Milotic ex Suicune ex",43,0.55,"104 - 103 - 7",48.6,104,103,7
41,"Mega Lucario ex Igglybuff",40,0.52,"115 - 104 - 11",50,115,104,11
42,"Mega Altaria ex Igglybuff",39,0.5,"69 - 96 - 2",41.32,69,96,2
43,"Mega Charizard X ex Mega Charizard Y ex",35,0.45,"78 - 82 - 6",46.99,78,82,6
44,"Magnezone ex Magnezone",33,0.43,"110 - 91 - 9",52.38,110,91,9
45,"Dedenne ex Emolga",33,0.43,"75 - 85 - 5",45.45,75,85,5
46,"Gourgeist Houndstone",31,0.4,"96 - 85 - 5",51.61,96,85,5
47,"Arceus ex Crobat",29,0.37,"61 - 78 - 2",43.26,61,78,2
