Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
1,"Suicune ex Greninja",2156,19.67,"6263 - 5314 - 264",52.89,6263,5314,264
2,"Giratina ex Darkrai ex",1313,11.98,"3683 - 3252 - 191",51.68,3683,3252,191
3,"Guzzlord ex",730,6.66,"1930 - 1791 - 91",50.63,1930,1791,91
4,"Flareon ex Eevee ex",483,4.41,"1338 - 1217 - 43",51.5,1338,1217,43
5,"Espeon ex Sylveon ex",324,2.96,"801 - 768 - 29",50.13,801,768,29
6,"Buzzwole ex Pheromosa",244,2.23,"624 - 610 - 19",49.8,624,610,19
7,"Darkrai ex Arceus ex",240,2.19,"649 - 617 - 26",50.23,649,617,26
8,"Arceus ex Pichu",200,1.82,"503 - 493 - 15",49.75,503,493,15
9,"Dragonite ex Dragonite",179,1.63,"402 - 443 - 17",46.64,402,443,17
10,"Suicune ex Giratina ex",146,1.33,"410 - 354 - 17",52.5,410,354,17
11,"Raikou ex Magnezone",139,1.27,"316 - 348 - 6",47.16,316,348,6
12,"Silvally Rampardos",129,1.18,"381 - 349 - 19",50.87,381,349,19
13,"Greninja Oricorio",127,1.16,"341 - 294 - 19",52.14,341,294,19
14,"Silvally Zeraora",126,1.15,"322 - 307 - 13",50.16,322,307,13
15,"Decidueye ex Decidueye",122,1.11,"314 - 291 - 26",49.76,314,291,26
16,"Dragonite ex Sylveon ex",121,1.1,"310 - 295 - 7",50.65,310,295,7
17,"Tapu Koko ex Oricorio",112,1.02,"287 - 296 - 9",48.48,287,296,9
18,"Raikou ex Pikachu ex",112,1.02,"262 - 313 - 3",45.33,262,313,3
19,"Raikou ex Tapu Koko ex",110,1,"280 - 264 - 11",50.45,280,264,11
20,"Exeggutor ex Alolan Exeggutor",99,0.9,"225 - 268 - 6",45.09,225,268,6
21,"Silvally Pichu",89,0.81,"212 - 225 - 5",47.96,212,225,5
22,"Umbreon ex Eevee ex",77,0.7,"190 - 186 - 5",49.87,190,186,5
23,"Charizard ex Sylveon ex",75,0.68,"136 - 181 - 6",42.11,136,181,6
24,"Solgaleo ex Entei ex",72,0.66,"164 - 180 - 13",45.94,164,180,13
25,"Tapu Koko ex Pikachu ex",70,0.64,"168 - 152 - 5",51.69,168,152,5
26,"Guzzlord ex Naganadel",69,0.63,"169 - 163 - 7",49.85,169,163,7
27,"Raikou ex Arceus ex",57,0.52,"129 - 144 - 3",46.74,129,144,3
28,"Crobat ex Darkrai ex",53,0.48,"143 - 129 - 2",52.19,143,129,2
29,"Buzzwole ex Celesteela",51,0.47,"145 - 138 - 7",50,145,138,7
30,"Charizard ex",47,0.43,"148 - 118 - 4",54.81,148,118,4
31,"Weavile ex Darkrai ex",47,0.43,"116 - 115 - 1",50,116,115,1
32,"Snorlax ex Darkrai ex",45,0.41,"126 - 110 - 5",52.28,126,110,5
33,"Silvally Oricorio",45,0.41,"106 - 104 - 5",49.3,106,104,5
34,"Skarmory ex",43,0.39,"115 - 106 - 7",50.44,115,106,7
35,"Flareon ex Sylveon ex",40,0.36,"124 - 117 - 11",49.21,124,117,11
36,"Alolan Raichu ex Raikou ex",40,0.36,"98 - 105 - 2",47.8,98,105,2
37,"Suicune ex Palkia ex",39,0.36,"98 - 97 - 2",49.75,98,97,2
38,"Suicune ex Gyarados",39,0.36,"80 - 98 - 3",44.2,80,98,3
39,"Silvally Giratina ex",38,0.35,"92 - 95 - 3",48.42,92,95,3
40,"Donphan ex Rampardos",37,0.34,"92 - 88 - 2",50.55,92,88,2
41,"Meowscarada",36,0.33,"53 - 78 - 0",40.46,53,78,0
42,"Arceus ex Oricorio",35,0.32,"61 - 74 - 4",43.88,61,74,4
43,"Pikachu ex Raikou ex",34,0.31,"84 - 91 - 5",46.67,84,91,5
44,"Suicune ex Milotic",32,0.29,"71 - 86 - 1",44.94,71,86,1
45,"Flareon ex Leafeon ex",31,0.28,"56 - 73 - 0",43.41,56,73,0
46,"Sylveon ex Greninja",31,0.28,"59 - 85 - 2",40.41,59,85,2
47,"Pikachu ex Tapu Koko ex",30,0.27,"86 - 70 - 4",53.75,86,70,4
48,"Donphan ex Lucario",30,0.27,"53 - 73 - 0",42.06,53,73,0
49,"Mewtwo ex Gardevoir",30,0.27,"43 - 65 - 3",38.74,43,65,3
50,"Crobat ex Nihilego",29,0.26,"66 - 76 - 4",45.21,66,76,4
51,"Pikachu ex Oricorio",28,0.26,"83 - 76 - 3",51.23,83,76,3
52,"Suicune ex Greninja",28,0.26,"83 - 72 - 13",49.4,83,72,13
53,"Snorlax ex Ho-Oh ex",28,0.26,"57 - 63 - 2",46.72,57,63,2
54,"Infernape ex Entei ex",26,0.24,"46 - 63 - 0",42.2,46,63,0
55,"Giratina ex Latias",25,0.23,"66 - 71 - 1",47.83,66,71,1
56,"Poliwrath ex Politoed",24,0.22,"38 - 61 - 2",37.62,38,61,2
57,"Charizard ex Entei ex",23,0.21,"64 - 57 - 3",51.61,64,57,3
