Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
1,"Suicune ex Greninja ex",2879,14.2,"8690 - 7489 - 447",52.27,8690,7489,447
2,"Hydreigon Mega Absol ex",2110,10.4,"6185 - 5529 - 284",51.55,6185,5529,284
3,"Mega Altaria ex Greninja",1381,6.81,"4137 - 3637 - 223",51.73,4137,3637,223
4,"Magnezone Mega Absol ex",1381,6.81,"3878 - 3661 - 183",50.22,3878,3661,183
5,"Magnezone Oricorio",785,3.87,"2314 - 2075 - 114",51.39,2314,2075,114
6,"Mega Altaria ex Indeedee ex",769,3.79,"2167 - 2022 - 91",50.63,2167,2022,91
7,"Mega Charizard Y ex Entei ex",706,3.48,"1725 - 1784 - 87",47.97,1725,1784,87
8,"Mega Lopunny ex Lucario",679,3.35,"1686 - 1781 - 47",47.98,1686,1781,47
9,"Greninja Mega Absol ex",608,3,"1793 - 1583 - 81",51.87,1793,1583,81
10,"Mega Venusaur ex",540,2.66,"1293 - 1468 - 46",46.06,1293,1468,46
11,"Mega Altaria ex Furfrou",479,2.36,"1431 - 1224 - 82",52.28,1431,1224,82
12,"Decidueye ex Decidueye",441,2.17,"1111 - 1163 - 55",47.7,1111,1163,55
13,"Whimsicott ex Ariados",432,2.13,"967 - 1103 - 22",46.22,967,1103,22
14,"Mega Blaziken ex",351,1.73,"964 - 878 - 68",50.47,964,878,68
15,"Jolteon ex Jolteon",234,1.15,"640 - 595 - 27",50.71,640,595,27
16,"Greninja ex Suicune ex",206,1.02,"600 - 532 - 25",51.86,600,532,25
17,"Mega Blaziken ex Heatmor",182,0.9,"455 - 481 - 8",48.2,455,481,8
18,"Magnezone Heliolisk",181,0.89,"444 - 489 - 14",46.88,444,489,14
19,"Magnezone Oricorio",158,0.78,"395 - 407 - 14",48.41,395,407,14
20,"Jolteon ex Zeraora",145,0.71,"347 - 369 - 12",47.66,347,369,12
21,"Mega Altaria ex Altaria",139,0.69,"381 - 365 - 14",50.13,381,365,14
22,"Greninja Oricorio",126,0.62,"381 - 318 - 28",52.41,381,318,28
23,"Magnezone Darkrai ex",125,0.62,"317 - 333 - 8",48.18,317,333,8
24,"Mega Altaria ex Chingling",120,0.59,"361 - 330 - 20",50.77,361,330,20
25,"Mega Steelix ex Pichu",114,0.56,"259 - 313 - 13",44.27,259,313,13
26,"Suicune ex Gyarados",110,0.54,"319 - 290 - 25",50.32,319,290,25
27,"Mega Lopunny ex Magnezone",104,0.51,"261 - 296 - 11",45.95,261,296,11
28,"Mega Altaria ex Giratina ex",95,0.47,"370 - 240 - 39",57.01,370,240,39
29,"Mega Absol ex Darkrai ex",81,0.4,"170 - 239 - 7",40.87,170,239,7
30,"Mega Lopunny ex Hitmonchan ex",71,0.35,"177 - 209 - 6",45.15,177,209,6
31,"Mega Altaria ex Magnezone",69,0.34,"185 - 182 - 10",49.07,185,182,10
32,"Mega Lopunny ex Hitmontop",65,0.32,"185 - 180 - 9",49.47,185,180,9
33,"Jolteon ex Mew ex",64,0.32,"112 - 165 - 2",40.14,112,165,2
34,"Jolteon ex Magnezone",62,0.31,"153 - 173 - 4",46.36,153,173,4
35,"Mega Charizard Y ex Moltres ex",58,0.29,"85 - 158 - 4",34.41,85,158,4
36,"Mega Venusaur ex Venusaur",55,0.27,"82 - 133 - 4",37.44,82,133,4
37,"Jolteon ex Eevee ex",54,0.27,"143 - 145 - 4",48.97,143,145,4
38,"Buzzwole ex Celesteela",53,0.26,"129 - 134 - 5",48.13,129,134,5
39,"Mega Venusaur ex Venusaur",53,0.26,"109 - 142 - 4",42.75,109,142,4
