Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
1,"Suicune ex Greninja",1830,19.77,"5390 - 4508 - 212",53.31,5390,4508,212
2,"Giratina ex Darkrai ex",1105,11.94,"3146 - 2749 - 157",51.98,3146,2749,157
3,"Guzzlord ex",637,6.88,"1722 - 1558 - 82",51.22,1722,1558,82
4,"Flareon ex Eevee ex",350,3.78,"989 - 892 - 26",51.86,989,892,26
5,"Espeon ex Sylveon ex",284,3.07,"699 - 679 - 25",49.82,699,679,25
6,"Darkrai ex Arceus ex",224,2.42,"610 - 581 - 23",50.25,610,581,23
7,"Buzzwole ex Pheromosa",223,2.41,"566 - 557 - 18",49.61,566,557,18
8,"Arceus ex Pichu",179,1.93,"444 - 438 - 11",49.72,444,438,11
9,"Dragonite ex Dragonite",162,1.75,"366 - 401 - 17",46.68,366,401,17
10,"Suicune ex Giratina ex",142,1.53,"400 - 346 - 17",52.42,400,346,17
11,"Raikou ex Magnezone",138,1.49,"315 - 346 - 6",47.23,315,346,6
12,"Greninja Oricorio",120,1.3,"305 - 278 - 18",50.75,305,278,18
13,"Silvally Zeraora",117,1.26,"306 - 284 - 13",50.75,306,284,13
14,"Silvally Rampardos",116,1.25,"352 - 317 - 16",51.39,352,317,16
15,"Dragonite ex Sylveon ex",105,1.13,"263 - 256 - 7",50,263,256,7
16,"Raikou ex Tapu Koko ex",104,1.12,"269 - 251 - 10",50.75,269,251,10
17,"Raikou ex Pikachu ex",103,1.11,"253 - 292 - 2",46.25,253,292,2
18,"Tapu Koko ex Oricorio",102,1.1,"261 - 269 - 8",48.51,261,269,8
19,"Decidueye ex Decidueye",89,0.96,"235 - 220 - 19",49.58,235,220,19
20,"Silvally Pichu",88,0.95,"208 - 222 - 5",47.82,208,222,5
21,"Exeggutor ex Alolan Exeggutor",74,0.8,"167 - 198 - 3",45.38,167,198,3
22,"Solgaleo ex Entei ex",69,0.75,"152 - 174 - 9",45.37,152,174,9
23,"Umbreon ex Eevee ex",66,0.71,"166 - 156 - 5",50.76,166,156,5
24,"Guzzlord ex Naganadel",66,0.71,"163 - 154 - 7",50.31,163,154,7
25,"Charizard ex Sylveon ex",65,0.7,"101 - 158 - 6",38.11,101,158,6
26,"Tapu Koko ex Pikachu ex",46,0.5,"107 - 100 - 4",50.71,107,100,4
27,"Weavile ex Darkrai ex",46,0.5,"114 - 113 - 1",50,114,113,1
28,"Raikou ex Arceus ex",46,0.5,"109 - 116 - 2",48.02,109,116,2
29,"Silvally Oricorio",45,0.49,"106 - 104 - 5",49.3,106,104,5
30,"Buzzwole ex Celesteela",44,0.48,"123 - 119 - 6",49.6,123,119,6
31,"Crobat ex Darkrai ex",42,0.45,"115 - 106 - 2",51.57,115,106,2
32,"Skarmory ex",39,0.42,"105 - 96 - 6",50.72,105,96,6
33,"Alolan Raichu ex Raikou ex",37,0.4,"93 - 96 - 2",48.69,93,96,2
34,"Donphan ex Rampardos",35,0.38,"85 - 82 - 2",50.3,85,82,2
35,"Arceus ex Oricorio",34,0.37,"61 - 72 - 4",44.53,61,72,4
36,"Meowscarada",33,0.36,"52 - 73 - 0",41.6,52,73,0
37,"Flareon ex Sylveon ex",32,0.35,"108 - 96 - 8",50.94,108,96,8
38,"Suicune ex Milotic",32,0.35,"71 - 86 - 1",44.94,71,86,1
39,"Pikachu ex Raikou ex",30,0.32,"82 - 82 - 5",48.52,82,82,5
40,"Sylveon ex Greninja",30,0.32,"59 - 82 - 2",41.26,59,82,2
41,"Flareon ex Leafeon ex",29,0.31,"52 - 68 - 0",43.33,52,68,0
42,"Pikachu ex Tapu Koko ex",27,0.29,"78 - 64 - 2",54.17,78,64,2
43,"Suicune ex Greninja",27,0.29,"80 - 68 - 13",49.69,80,68,13
44,"Suicune ex Gyarados",25,0.27,"52 - 68 - 2",42.62,52,68,2
45,"Donphan ex Lucario",25,0.27,"43 - 59 - 0",42.16,43,59,0
46,"Mewtwo ex Gardevoir",25,0.27,"31 - 56 - 2",34.83,31,56,2
47,"Suicune ex Palkia ex",24,0.26,"65 - 61 - 2",50.78,65,61,2
48,"Snorlax ex Darkrai ex",24,0.26,"58 - 62 - 3",47.15,58,62,3
49,"Snorlax ex Ho-Oh ex",24,0.26,"47 - 53 - 2",46.08,47,53,2
50,"Altaria Silvally",23,0.25,"33 - 59 - 0",35.87,33,59,0
51,"Giratina ex Latias",22,0.24,"51 - 63 - 1",44.35,51,63,1
52,"Poliwrath ex Politoed",20,0.22,"30 - 49 - 1",37.5,30,49,1
