Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
1,"Mega Absol ex Darkrai ex",936,11.58,"2761 - 2338 - 113",52.97,2761,2338,113
2,"Suicune ex Greninja ex",736,9.11,"2143 - 1842 - 60",52.98,2143,1842,60
3,"Mega Blaziken ex Entei ex",581,7.19,"1380 - 1503 - 34",47.31,1380,1503,34
4,"Hydreigon Mega Absol ex",427,5.28,"1180 - 1067 - 60",51.15,1180,1067,60
5,"Decidueye ex Decidueye",360,4.46,"1020 - 884 - 41",52.44,1020,884,41
6,"Mega Altaria ex Indeedee ex",349,4.32,"1053 - 871 - 59",53.1,1053,871,59
7,"Mega Altaria ex Jirachi",311,3.85,"867 - 789 - 34",51.3,867,789,34
8,"Magnezone Oricorio",260,3.22,"747 - 627 - 41",52.79,747,627,41
9,"Greninja Oricorio",212,2.62,"588 - 529 - 19",51.76,588,529,19
10,"Greninja ex Suicune ex",183,2.26,"553 - 456 - 15",54,553,456,15
11,"Suicune ex Greninja",180,2.23,"432 - 455 - 10",48.16,432,455,10
12,"Mega Blaziken ex Heatmor",175,2.17,"558 - 442 - 52",53.04,558,442,52
13,"Mega Blaziken ex Blaziken",105,1.3,"240 - 265 - 5",47.06,240,265,5
14,"Jolteon ex Pikachu ex",101,1.25,"216 - 260 - 3",45.09,216,260,3
15,"Luxray Oricorio",95,1.18,"247 - 226 - 8",51.35,247,226,8
16,"Mega Altaria ex Chingling",77,0.95,"241 - 194 - 7",54.52,241,194,7
17,"Mega Altaria ex Giratina ex",77,0.95,"222 - 187 - 6",53.49,222,187,6
18,"Mega Ampharos ex Ampharos",71,0.88,"170 - 180 - 5",47.89,170,180,5
19,"Mega Altaria ex Altaria",69,0.85,"193 - 173 - 4",52.16,193,173,4
20,"Mega Altaria ex Sylveon ex",67,0.83,"145 - 173 - 4",45.03,145,173,4
21,"Silvally Oricorio",64,0.79,"155 - 139 - 7",51.5,155,139,7
22,"Mega Absol ex Hydreigon",63,0.78,"148 - 165 - 6",46.39,148,165,6
23,"Leafeon ex Mega Pinsir ex",62,0.77,"110 - 156 - 1",41.2,110,156,1
24,"Arceus ex Crobat",55,0.68,"149 - 128 - 17",50.68,149,128,17
25,"Mega Ampharos ex Oricorio",52,0.64,"131 - 141 - 6",47.12,131,141,6
26,"Luxray Oricorio",47,0.58,"108 - 127 - 2",45.57,108,127,2
27,"Hitmonchan ex Rampardos",47,0.58,"91 - 131 - 1",40.81,91,131,1
28,"Mega Altaria ex Altaria",46,0.57,"123 - 113 - 1",51.9,123,113,1
29,"Charizard ex Moltres ex",46,0.57,"71 - 129 - 0",35.5,71,129,0
30,"Giratina ex Darkrai ex",38,0.47,"73 - 90 - 4",43.71,73,90,4
31,"Indeedee ex Goodra",37,0.46,"94 - 96 - 2",48.96,94,96,2
32,"Hydreigon Sylveon ex",37,0.46,"99 - 104 - 4",47.83,99,104,4
33,"Mega Gyarados ex Gyarados",36,0.45,"63 - 83 - 1",42.86,63,83,1
34,"Mega Blaziken ex",35,0.43,"72 - 92 - 1",43.64,72,92,1
35,"Mega Altaria ex Dusknoir",33,0.41,"80 - 99 - 4",43.72,80,99,4
36,"Mega Absol ex Dusknoir",32,0.4,"61 - 85 - 5",40.4,61,85,5
37,"Mega Gyarados ex Mantyke",31,0.38,"51 - 75 - 0",40.48,51,75,0
38,"Espeon ex Sylveon ex",29,0.36,"45 - 77 - 3",36,45,77,3
39,"Mega Absol ex Chingling",28,0.35,"93 - 68 - 5",56.02,93,68,5
40,"Mega Gyarados ex Milotic",28,0.35,"58 - 81 - 1",41.43,58,81,1
41,"Naganadel Guzzlord ex",27,0.33,"78 - 67 - 1",53.42,78,67,1
42,"Mega Blaziken ex Sylveon ex",26,0.32,"58 - 69 - 1",45.31,58,69,1
43,"Jolteon ex Sylveon ex",25,0.31,"68 - 71 - 2",48.23,68,71,2
44,"Mega Ampharos ex Pichu",23,0.28,"53 - 61 - 1",46.09,53,61,1
45,"Alolan Exeggutor Mega Pinsir ex",23,0.28,"41 - 55 - 1",42.27,41,55,1
46,"Mega Altaria ex Galarian Cursola",22,0.27,"50 - 60 - 3",44.25,50,60,3
47,"Meowscarada Pheromosa",21,0.26,"51 - 62 - 0",45.13,51,62,0
48,"Mega Ampharos ex Raikou ex",21,0.26,"24 - 54 - 0",30.77,24,54,0
49,"Buzzwole ex Pheromosa",20,0.25,"54 - 53 - 3",49.09,54,53,3
50,"Pikachu ex Tapu Koko ex",19,0.24,"47 - 44 - 0",51.65,47,44,0
51,"Jolteon ex Eevee ex",19,0.24,"37 - 47 - 0",44.05,37,47,0
52,"Mega Pinsir ex Pichu",18,0.22,"32 - 40 - 1",43.84,32,40,1
