Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
43,"Team Rocket's Slowking ex Sylveon ex",34,0.39,"51 - 84 - 1",37.5,51,84,1
44,"Team Rocket's Weezing ex Zoroark ex",32,0.37,"82 - 94 - 2",46.07,82,94,2
45,"Team Rocket's Weezing ex Team Rocket's Magmar",32,0.37,"62 - 100 - 0",38.27,62,100,0
46,"Indeedee ex Giratina ex",31,0.36,"89 - 65 - 17",52.05,89,65,17
47,"Garchomp Greninja",27,0.31,"63 - 75 - 4",44.37,63,75,4
48,"Zoroark ex Team Rocket's Weezing ex",27,0.31,"57 - 70 - 4",43.51,57,70,4
49,"Garchomp Goomy",26,0.3,"42 - 65 - 3",38.18,42,65,3
50,"Flygon ex",25,0.29,"58 - 66 - 3",45.67,58,66,3
51,"Mega Altaria ex Gourgeist",25,0.29,"59 - 69 - 4",44.7,59,69,4
52,"Mega Kangaskhan ex Happiny",24,0.28,"51 - 59 - 5",44.35,51,59,5
53,"Team Rocket's Raticate ex Jolteon ex",23,0.26,"29 - 67 - 0",30.21,29,67,0
54,"Mega Gardevoir ex Mega Diancie ex",21,0.24,"48 - 56 - 3",44.86,48,56,3
55,"Team Rocket's Raticate ex Team Rocket's Weezing ex",20,0.23,"21 - 56 - 0",27.27,21,56,0
56,"Mega Lucario ex",19,0.22,"64 - 53 - 3",53.33,64,53,3
57,"Team Rocket's Raticate ex Mega Lucario ex",19,0.22,"48 - 48 - 7",46.6,48,48,7
58,"Mega Lucario ex Igglybuff",19,0.22,"38 - 46 - 6",42.22,38,46,6
59,"Mega Sceptile ex Sceptile",18,0.21,"31 - 46 - 1",39.74,31,46,1
60,"Mega Charizard X ex Team Rocket's Moltres ex",18,0.21,"30 - 49 - 0",37.97,30,49,0
