Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
1,"Suicune ex Baxcalibur",1346,13.44,"3691 - 3549 - 152",49.93,3691,3549,152
2,"Mega Altaria ex Greninja",1183,11.81,"3417 - 3068 - 166",51.38,3417,3068,166
3,"Magnezone Bellibolt ex",896,8.95,"2790 - 2325 - 138",53.11,2790,2325,138
4,"Bellibolt ex Zeraora",674,6.73,"1892 - 1708 - 93",51.23,1892,1708,93
5,"Hydreigon Mega Absol ex",585,5.84,"1703 - 1552 - 66",51.28,1703,1552,66
6,"Greninja Mega Absol ex",557,5.56,"1662 - 1416 - 79",52.64,1662,1416,79
7,"Mega Altaria ex Gourgeist",331,3.31,"1075 - 826 - 71",54.51,1075,826,71
8,"Mega Altaria ex Chingling",218,2.18,"570 - 535 - 38",49.87,570,535,38
9,"Meowscarada ex Meowscarada",199,1.99,"370 - 519 - 9",41.2,370,519,9
10,"Mega Lopunny ex Annihilape",182,1.82,"386 - 504 - 7",43.03,386,504,7
11,"Suicune ex Greninja ex",161,1.61,"323 - 427 - 10",42.5,323,427,10
12,"Mega Charizard Y ex Entei ex",153,1.53,"360 - 407 - 20",45.74,360,407,20
13,"Bellibolt ex Magnezone",145,1.45,"379 - 378 - 15",49.09,379,378,15
14,"Gourgeist Houndstone",140,1.4,"408 - 360 - 18",51.91,408,360,18
15,"Alolan Ninetales ex Baxcalibur",130,1.3,"319 - 332 - 16",47.83,319,332,16
16,"Magnezone Oricorio",110,1.1,"317 - 273 - 12",52.66,317,273,12
17,"Mega Altaria ex",95,0.95,"332 - 236 - 18",56.66,332,236,18
18,"Gholdengo ex Dialga ex",85,0.85,"141 - 230 - 4",37.6,141,230,4
19,"Gholdengo ex Orthworm",78,0.78,"129 - 199 - 2",39.09,129,199,2
20,"Leafeon ex Teal Mask Ogerpon ex",66,0.66,"196 - 176 - 6",51.85,196,176,6
21,"Mega Gardevoir ex Meloetta",64,0.64,"145 - 148 - 8",48.17,145,148,8
22,"Mega Blaziken ex",62,0.62,"96 - 150 - 3",38.55,96,150,3
23,"Greninja Oricorio",61,0.61,"165 - 156 - 10",49.85,165,156,10
24,"Mega Blaziken ex Heatmor",52,0.52,"124 - 134 - 6",46.97,124,134,6
25,"Mega Altaria ex Indeedee ex",50,0.5,"94 - 125 - 3",42.34,94,125,3
26,"Melmetal ex Melmetal",49,0.49,"108 - 126 - 5",45.19,108,126,5
27,"Mega Altaria ex Altaria",48,0.48,"161 - 119 - 13",54.95,161,119,13
28,"Alolan Ninetales ex Crawdaunt",48,0.48,"102 - 129 - 4",43.4,102,129,4
29,"Mega Kangaskhan ex Darkrai ex",46,0.46,"108 - 114 - 5",47.58,108,114,5
30,"Mega Lopunny ex Lucario",43,0.43,"76 - 103 - 8",40.64,76,103,8
31,"Giratina ex Darkrai ex",40,0.4,"124 - 103 - 10",52.32,124,103,10
32,"Chandelure Meowth",38,0.38,"104 - 106 - 2",49.06,104,106,2
33,"Galvantula Greninja",36,0.36,"99 - 92 - 9",49.5,99,92,9
34,"Jolteon ex Jolteon",36,0.36,"93 - 99 - 3",47.69,93,99,3
35,"Decidueye ex Decidueye",35,0.35,"72 - 88 - 5",43.64,72,88,5
