Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
55,"Iron Bundle ex Iron Valiant",27,0.2,"59 - 74 - 2",43.7,59,74,2
56,"Arceus ex Iron Jugulis",24,0.17,"70 - 67 - 4",49.65,70,67,4
57,"Buzzwole ex Celesteela",24,0.17,"54 - 56 - 2",48.21,54,56,2
58,"Kingambit Glimmora",24,0.17,"51 - 62 - 2",44.35,51,62,2
59,"Mega Blaziken ex Iron Moth",23,0.17,"58 - 65 - 1",46.77,58,65,1
60,"Miraidon ex Pichu",22,0.16,"69 - 55 - 2",54.76,69,55,2
61,"Whimsicott ex Ariados",22,0.16,"51 - 51 - 4",48.11,51,51,4
62,"Mega Gardevoir ex Mewtwo ex",22,0.16,"46 - 59 - 1",43.4,46,59,1
63,"Mega Kangaskhan ex Alolan Muk",22,0.16,"44 - 66 - 0",40,44,66,0
64,"Solgaleo ex Alolan Muk",21,0.15,"29 - 56 - 1",33.72,29,56,1
65,"Flareon ex Leafeon ex",20,0.14,"69 - 41 - 4",60.53,69,41,4
66,"Mega Manectric ex Jolteon",19,0.14,"68 - 52 - 1",56.2,68,52,1
67,"Mega Blaziken ex Skeledirge",19,0.14,"51 - 59 - 3",45.13,51,59,3
