Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
1,"Mega Absol ex Darkrai ex",447,12.19,"1439 - 1093 - 54",55.65,1439,1093,54
2,"Mega Blaziken ex Entei ex",417,11.37,"1046 - 1095 - 20",48.4,1046,1095,20
3,"Suicune ex Greninja ex",231,6.3,"744 - 546 - 32",56.28,744,546,32
4,"Greninja Oricorio",150,4.09,"455 - 377 - 16",53.66,455,377,16
5,"Mega Altaria ex Jirachi",150,4.09,"455 - 391 - 8",53.28,455,391,8
6,"Suicune ex Greninja",138,3.76,"320 - 343 - 9",47.62,320,343,9
7,"Mega Altaria ex Indeedee ex",122,3.33,"377 - 295 - 14",54.96,377,295,14
8,"Hydreigon Mega Absol ex",79,2.15,"213 - 191 - 4",52.21,213,191,4
9,"Luxray Oricorio",73,1.99,"207 - 178 - 7",52.81,207,178,7
10,"Jolteon ex Pikachu ex",71,1.94,"164 - 182 - 3",46.99,164,182,3
11,"Mega Blaziken ex Blaziken",68,1.85,"173 - 163 - 4",50.88,173,163,4
12,"Mega Altaria ex Giratina ex",47,1.28,"149 - 114 - 4",55.81,149,114,4
13,"Mega Altaria ex Sylveon ex",45,1.23,"101 - 118 - 1",45.91,101,118,1
14,"Mega Altaria ex Altaria",44,1.2,"140 - 112 - 4",54.69,140,112,4
15,"Mega Ampharos ex Oricorio",44,1.2,"117 - 118 - 6",48.55,117,118,6
16,"Leafeon ex Mega Pinsir ex",41,1.12,"67 - 101 - 0",39.88,67,101,0
17,"Charizard ex Moltres ex",39,1.06,"63 - 113 - 0",35.8,63,113,0
18,"Mega Altaria ex Chingling",38,1.04,"130 - 99 - 6",55.32,130,99,6
19,"Silvally Oricorio",35,0.95,"93 - 76 - 6",53.14,93,76,6
20,"Mega Absol ex Hydreigon",34,0.93,"80 - 87 - 1",47.62,80,87,1
21,"Hydreigon Sylveon ex",32,0.87,"89 - 89 - 4",48.9,89,89,4
22,"Luxray Oricorio",27,0.74,"66 - 73 - 1",47.14,66,73,1
23,"Hitmonchan ex Rampardos",27,0.74,"55 - 79 - 0",41.04,55,79,0
24,"Mega Gyarados ex Mantyke",27,0.74,"46 - 67 - 0",40.71,46,67,0
25,"Giratina ex Darkrai ex",27,0.74,"45 - 63 - 4",40.18,45,63,4
26,"Greninja ex Suicune ex",26,0.71,"69 - 55 - 3",54.33,69,55,3
27,"Mega Gyarados ex Gyarados",25,0.68,"45 - 57 - 1",43.69,45,57,1
28,"Espeon ex Sylveon ex",24,0.65,"40 - 64 - 2",37.74,40,64,2
29,"Decidueye ex Decidueye",22,0.6,"69 - 57 - 1",54.33,69,57,1
30,"Jolteon ex Sylveon ex",22,0.6,"59 - 63 - 1",47.97,59,63,1
31,"Arceus ex Crobat",20,0.55,"49 - 48 - 2",49.49,49,48,2
32,"Mega Absol ex Dusknoir",20,0.55,"43 - 53 - 3",43.43,43,53,3
33,"Mega Altaria ex Dusknoir",19,0.52,"37 - 54 - 1",40.22,37,54,1
34,"Mega Blaziken ex Sylveon ex",18,0.49,"45 - 48 - 1",47.87,45,48,1
35,"Mega Gyarados ex Milotic",18,0.49,"35 - 53 - 1",39.33,35,53,1
36,"Alolan Exeggutor Mega Pinsir ex",17,0.46,"31 - 41 - 1",42.47,31,41,1
37,"Naganadel Guzzlord ex",15,0.41,"45 - 37 - 1",54.22,45,37,1
38,"Mega Gyarados ex Gyarados",15,0.41,"35 - 41 - 1",45.45,35,41,1
39,"Meowscarada Pheromosa",15,0.41,"36 - 45 - 0",44.44,36,45,0
40,"Pikachu ex Tapu Koko ex",14,0.38,"34 - 31 - 0",52.31,34,31,0
41,"Mega Ampharos ex Raikou ex",14,0.38,"18 - 35 - 0",33.96,18,35,0
42,"Jolteon ex Oricorio",13,0.35,"33 - 30 - 1",51.56,33,30,1
43,"Jolteon ex Eevee ex",13,0.35,"29 - 33 - 0",46.77,29,33,0
44,"Mega Ampharos ex Ampharos",12,0.33,"38 - 31 - 3",52.78,38,31,3
45,"Tapu Koko ex Pikachu ex",12,0.33,"41 - 36 - 1",52.56,41,36,1
46,"Mega Ampharos ex Pichu",12,0.33,"34 - 30 - 1",52.31,34,30,1
47,"Mega Pinsir ex Pichu",12,0.33,"20 - 27 - 1",41.67,20,27,1
48,"Mega Gyarados ex Suicune ex",12,0.33,"17 - 30 - 0",36.17,17,30,0
49,"Mega Blaziken ex",11,0.3,"33 - 27 - 0",55,33,27,0
50,"Mega Blaziken ex Heatmor",11,0.3,"28 - 30 - 1",47.46,28,30,1
51,"Mega Altaria ex Galarian Cursola",11,0.3,"16 - 27 - 1",36.36,16,27,1
52,"Dragonite ex Dragonite",11,0.3,"14 - 28 - 1",32.56,14,28,1
53,"Guzzlord ex",10,0.27,"21 - 24 - 0",46.67,21,24,0
54,"Flareon ex Eevee ex",10,0.27,"19 - 26 - 0",42.22,19,26,0
55,"Jolteon ex Jolteon",9,0.25,"19 - 22 - 0",46.34,19,22,0
56,"Mega Altaria ex Mismagius",9,0.25,"19 - 22 - 1",45.24,19,22,1
57,"Delcatty Luxray",9,0.25,"22 - 27 - 1",44,22,27,1
