Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
1,"Mega Altaria ex Espeon",780,8.19,"2323 - 2167 - 105",50.55,2323,2167,105
2,"Miraidon ex Magnezone",571,6,"1573 - 1551 - 95",48.87,1573,1551,95
3,"Magnezone Miraidon ex",518,5.44,"1515 - 1387 - 90",50.64,1515,1387,90
4,"Suicune ex Baxcalibur",490,5.14,"1624 - 1371 - 90",52.64,1624,1371,90
5,"Mega Sceptile ex Sceptile",416,4.37,"1221 - 1136 - 78",50.14,1221,1136,78
6,"Mega Altaria ex Gourgeist",403,4.23,"1280 - 1105 - 92",51.68,1280,1105,92
7,"Mega Blaziken ex Greninja",396,4.16,"1324 - 1087 - 93",52.88,1324,1087,93
8,"Hydreigon Mega Absol ex",341,3.58,"1062 - 936 - 56",51.7,1062,936,56
9,"Zoroark ex Mega Absol ex",274,2.88,"770 - 731 - 33",50.2,770,731,33
10,"Magnezone ex Magnezone",259,2.72,"704 - 683 - 32",49.61,704,683,32
11,"Greninja Mega Absol ex",205,2.15,"575 - 533 - 46",49.83,575,533,46
12,"Mega Scizor ex Revavroom",181,1.9,"558 - 521 - 37",50,558,521,37
13,"Meowscarada ex Meowscarada",177,1.86,"470 - 467 - 28",48.7,470,467,28
14,"Mega Manectric ex Zeraora",174,1.83,"552 - 477 - 35",51.88,552,477,35
15,"Mega Lucario ex Hitmontop",153,1.61,"466 - 416 - 35",50.82,466,416,35
16,"Mega Lucario ex Greninja",138,1.45,"467 - 400 - 30",52.06,467,400,30
17,"Great Tusk Koraidon ex",134,1.41,"355 - 370 - 14",48.04,355,370,14
18,"Mega Sceptile ex Teal Mask Ogerpon ex",124,1.3,"337 - 324 - 20",49.49,337,324,20
19,"Mega Lucario ex Koraidon ex",112,1.18,"261 - 310 - 9",45,261,310,9
20,"Iron Valiant Iron Crown",109,1.14,"255 - 276 - 16",46.62,255,276,16
21,"Mega Lucario ex Lucario",101,1.06,"268 - 273 - 14",48.29,268,273,14
22,"Mega Lucario ex Igglybuff",93,0.98,"227 - 236 - 11",47.89,227,236,11
23,"Iron Valiant Iron Boulder",89,0.93,"271 - 243 - 15",51.23,271,243,15
24,"Mega Blaziken ex Castform Sunny Form",84,0.88,"205 - 229 - 12",45.96,205,229,12
25,"Giratina ex Darkrai ex",83,0.87,"203 - 207 - 15",47.76,203,207,15
26,"Magnezone ex Miraidon ex",81,0.85,"173 - 206 - 4",45.17,173,206,4
27,"Mega Altaria ex Igglybuff",72,0.76,"198 - 189 - 7",50.25,198,189,7
28,"Glimmora Kingambit",70,0.73,"141 - 196 - 4",41.35,141,196,4
29,"Mega Altaria ex Greninja",68,0.71,"139 - 180 - 3",43.17,139,180,3
30,"Mega Altaria ex Iron Valiant",65,0.68,"186 - 173 - 9",50.54,186,173,9
31,"Mega Charizard Y ex Entei ex",64,0.67,"208 - 172 - 13",52.93,208,172,13
32,"Altaria Terapagos ex",61,0.64,"129 - 167 - 5",42.86,129,167,5
33,"Mega Charizard X ex Mega Charizard Y ex",51,0.54,"123 - 136 - 6",46.42,123,136,6
34,"Mega Steelix ex Indeedee ex",49,0.51,"147 - 140 - 9",49.66,147,140,9
35,"Mega Lucario ex",48,0.5,"149 - 135 - 11",50.51,149,135,11
36,"Jolteon ex Jolteon",40,0.42,"123 - 97 - 8",53.95,123,97,8
37,"Flutter Mane ex Greninja",37,0.39,"58 - 97 - 2",36.94,58,97,2
38,"Mega Lopunny ex Lucario",33,0.35,"102 - 85 - 6",52.85,102,85,6
39,"Sylveon ex Mega Altaria ex",31,0.33,"90 - 87 - 3",50,90,87,3
40,"Suicune ex Greninja ex",30,0.31,"96 - 88 - 1",51.89,96,88,1
41,"Mega Gardevoir ex Flutter Mane ex",29,0.3,"60 - 75 - 1",44.12,60,75,1
42,"Serperior Mega Heracross ex",27,0.28,"74 - 73 - 3",49.33,74,73,3
43,"Iron Bundle ex Iron Valiant",27,0.28,"59 - 74 - 2",43.7,59,74,2
44,"Decidueye ex Decidueye",26,0.27,"67 - 69 - 2",48.55,67,69,2
45,"Mega Sceptile ex Pheromosa",25,0.26,"71 - 62 - 3",52.21,71,62,3
46,"Mimikyu ex Greninja",25,0.26,"56 - 61 - 1",47.46,56,61,1
47,"Solgaleo ex Vaporeon ex",24,0.25,"61 - 57 - 1",51.26,61,57,1
48,"Mega Blaziken ex Iron Moth",23,0.24,"58 - 65 - 1",46.77,58,65,1
49,"Buzzwole ex Pheromosa",23,0.24,"47 - 53 - 2",46.08,47,53,2
50,"Flareon ex Walking Wake",21,0.22,"47 - 61 - 0",43.52,47,61,0
51,"Tapu Koko ex Miraidon ex",21,0.22,"29 - 44 - 0",39.73,29,44,0
52,"Kingambit Glimmora",20,0.21,"43 - 53 - 1",44.33,43,53,1
53,"Miraidon ex Pichu",19,0.2,"55 - 48 - 2",52.38,55,48,2
54,"Gourgeist Houndstone",19,0.2,"52 - 56 - 1",47.71,52,56,1
55,"Melmetal ex Melmetal",18,0.19,"60 - 47 - 3",54.55,60,47,3
56,"Zoroark ex Darkrai ex",18,0.19,"43 - 51 - 1",45.26,43,51,1
57,"Solgaleo ex Alolan Muk",18,0.19,"27 - 49 - 1",35.06,27,49,1
58,"Mega Blaziken ex Skeledirge",17,0.18,"49 - 56 - 3",45.37,49,56,3
59,"Dragonite Raging Bolt",17,0.18,"28 - 46 - 1",37.33,28,46,1
