Rank,Name,Count,Share,Score,WinRate,Wins,Losses,Ties
24,"Meowscarada ex Meowscarada",25,0.84,"67 - 68 - 5",47.86,67,68,5
25,"Jumpluff ex Team Rocket's Electrode",25,0.84,"62 - 66 - 4",46.97,62,66,4
26,"Team Rocket's Slowking ex Sylveon ex",25,0.84,"38 - 62 - 1",37.62,38,62,1
27,"Team Rocket's Weezing ex Team Rocket's Magmar",25,0.84,"46 - 79 - 0",36.8,46,79,0
28,"Indeedee ex Giratina ex",24,0.81,"77 - 43 - 16",56.62,77,43,16
29,"Mega Blaziken ex Greninja",23,0.77,"78 - 50 - 8",57.35,78,50,8
30,"Garchomp Greninja",23,0.77,"51 - 66 - 3",42.5,51,66,3
31,"Mega Manectric ex Team Rocket's Electrode",21,0.7,"30 - 53 - 3",34.88,30,53,3
32,"Garchomp Goomy",20,0.67,"31 - 49 - 3",37.35,31,49,3
33,"Mega Kangaskhan ex Happiny",18,0.6,"42 - 48 - 5",44.21,42,48,5
34,"Team Rocket's Weezing ex Zoroark ex",17,0.57,"49 - 51 - 1",48.51,49,51,1
35,"Mega Venusaur ex",16,0.54,"34 - 45 - 3",41.46,34,45,3
36,"Zoroark ex Team Rocket's Weezing ex",16,0.54,"28 - 44 - 3",37.33,28,44,3
37,"Team Rocket's Weezing ex Mega Absol ex",15,0.5,"41 - 40 - 1",50,41,40,1
38,"Beautifly Dustox",15,0.5,"35 - 35 - 4",47.3,35,35,4
39,"Hoopa ex Greninja",14,0.47,"27 - 33 - 2",43.55,27,33,2
40,"Team Rocket's Slowking ex Meloetta",13,0.44,"25 - 36 - 0",40.98,25,36,0
41,"Garchomp Happiny",12,0.4,"33 - 34 - 1",48.53,33,34,1
42,"Mega Sceptile ex Sceptile",12,0.4,"27 - 31 - 1",45.76,27,31,1
43,"Chandelure Oricorio",12,0.4,"29 - 33 - 2",45.31,29,33,2
44,"Miraidon ex Magnezone",11,0.37,"42 - 30 - 1",57.53,42,30,1
45,"Hydreigon Mega Sableye ex",11,0.37,"39 - 29 - 4",54.17,39,29,4
46,"Hoopa ex Mega Sableye ex",11,0.37,"38 - 30 - 4",52.78,38,30,4
47,"Mega Altaria ex Gourgeist",11,0.37,"28 - 31 - 0",47.46,28,31,0
48,"Mega Charizard X ex Team Rocket's Moltres ex",11,0.37,"21 - 32 - 0",39.62,21,32,0
49,"Heliolisk Team Rocket's Zapdos ex",11,0.37,"18 - 29 - 3",36,18,29,3
50,"Team Rocket's Raticate ex Jolteon ex",11,0.37,"12 - 31 - 0",27.91,12,31,0
51,"Team Rocket's Raticate ex Mega Lucario ex",10,0.34,"34 - 26 - 4",53.13,34,26,4
52,"Team Rocket's Raticate ex Terapagos ex",10,0.34,"17 - 21 - 2",42.5,17,21,2
53,"Garchomp Goomy",10,0.34,"17 - 29 - 1",36.17,17,29,1
54,"Greninja Oricorio",9,0.3,"32 - 21 - 3",57.14,32,21,3
55,"Garchomp Munchlax",9,0.3,"16 - 23 - 1",40,16,23,1
56,"Mega Altaria ex Igglybuff",8,0.27,"21 - 18 - 2",51.22,21,18,2
57,"Mega Lucario ex Igglybuff",8,0.27,"16 - 19 - 4",41.03,16,19,4
58,"Garchomp Mantyke",8,0.27,"11 - 20 - 1",34.38,11,20,1
59,"Umbreon ex Greninja",8,0.27,"10 - 23 - 0",30.3,10,23,0
60,"Mega Lucario ex",7,0.23,"29 - 17 - 2",60.42,29,17,2
61,"Flutter Mane ex",7,0.23,"19 - 22 - 1",45.24,19,22,1
62,"Mega Lucario ex Hitmonchan ex",6,0.2,"21 - 14 - 1",58.33,21,14,1
63,"Entei ex",6,0.2,"19 - 15 - 0",55.88,19,15,0
64,"Mega Lucario ex Team Rocket's Raticate ex",6,0.2,"19 - 15 - 0",55.88,19,15,0
65,"Zoroark ex Mega Absol ex",6,0.2,"17 - 16 - 1",50,17,16,1
66,"Mega Blaziken ex Skeledirge",6,0.2,"16 - 16 - 0",50,16,16,0
